"Nombre";"alcohol (etanol) (g)";"energía, total (kJ (kcal))";"grasa, total (lipidos totales) (g)";"proteina, total (g)";"agua (humedad) (g)";"fibra, dietetica total (g)";"carbohidratos (g)";"ácido graso 22:6 n-3 (ácido docosahexaenóico) (-)";"ácidos grasos, monoinsaturados totales (g)";"ácidos grasos, poliinsaturados totales (g)";"ácidos grasos saturados totales (g)";"ácido graso 12:0 (láurico) (-)";"ácido graso 14:0 (ácido mirístico) (g)";"ácido graso 16:0 (ácido palmítico) (g)";"ácido graso 18:0 (ácido esteárico) (g)";"ácido graso 18:1 n-9 cis (ácido oléico) (g)";"colesterol (mg)";"ácido graso 18:2 (g)";"ácido graso 18:3 (g)";"ácido graso 20:4 n-6  (ácido araquidónico) (-)";"ácido graso 20:5 (ácido eicosapentaenóico) (-)";"Vitamina A equivalentes de retinol de actividades de retinos y carotenoides (ug)";"Vitamina D (ug)";"Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E (mg)";"folato, total (ug)";"equivalentes de niacina, totales (mg)";"riboflavina (mg)";"tiamina (mg)";"Vitamina B-12 (ug)";"Vitamina B-6, Total (mg)";"Vitamina C (ácido ascórbico) (mg)";"calcio (mg)";"hierro, total (mg)";"potasio (mg)";"magnesio (mg)";"sodio (mg)";"fósforo (mg)";"ioduro (ug)";"selenio, total (ug)";"zinc (cinc) (mg)"
"Sargo, crudo";"0";"418 (100)
							";"4.4";"15";"80.6";"0";"0";"0.221";"0.85";"2.5";"0.57";"0.004";"0.1";"0.546";"0.194";"0.461";"70";"0.019";"0.003";"0.117";"0.136";"48";"traza";"0.4";"5";"6";"0.08";"0.06";"2.9";"0.19";"0";"30";"1";"350";"30";"77";"264";"7";"45";"0.5"
"Seitán";"0";"516 (124)
							";"2";"24";"72";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Semilla de lino";"0";"2362 (567)
							";"42.16";"18.29";"6.96";"27.3";"28.88";"-";"7.527";"28.73";"3.663";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0.31";"87";"3.08";"0.161";"1.644";"0";"0.473";"0.6";"255";"5.73";"813";"392";"30";"642";"";"25.4";"4.34"
"Sémola de trigo, cruda";"0";"1457 (350)
							";"1.2388";"12.6";"11";"4";"70.4";"-";"0.13";"0.54";"0.16";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"traza";"23";"2.7";"0.07";"0.2";"0";"0.13";"0";"20";"1.1";"193";"40";"3";"143";"5";"7.7";"3.4"
"Sémola de trigo, hervida";"0";"228 (55)
							";"0.2";"2";"86.8";"0.6";"11";"-";"traza";"0.085";"traza";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"traza";"9";"0.42";"0.011";"0.03";"0";"0.02";"0";"3.14";"0.17";"30";"6.3";"3";"22.5";"5";"7.7";"0.5"
"Sepia";"0";"336 (81)
							";"1";"17.6";"80.4";"0";"traza";"0.294";"0.13";"0.3";"0.24";"-";"0.03";"0.27";"0.11";"0.07";"152";"0.01";"0.01";"0.034";"0.207";"2";"traza";"2.4";"12";"3.15";"0.48";"0.04";"2.5";"0.39";"traza";"38";"2.4";"427";"32";"378";"268";"64";"65";"2.2"
"Sésamo, semilla";"0";"2343 (562)
							";"50";"19";"5";"11";"10";"-";"18.9";"21.9";"7";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"6.6667";"0";"2.3";"96";"4.5";"0.1";"0.7";"0";"0.15";"0";"150";"9";"450";"350";"40";"620";"0";"49";"5.3"
"Sesos, de cerdo, crudos";"0";"513 (123)
							";"9";"10.6";"78";"0";"0";"0.36";"1.6";"1.4";"2";"0.003";"0.015";"0.86";"1.117";"1.118";"2000";"0.036";"0.048";"0.425";"0.031";"0";"0.01";"1.2";"6";"4.3";"0.28";"0.16";"2.9";"0.2";"17";"10";"3.6";"312";"20";"153";"400";"-";"15.9";"1.4"
"Sesos, de cordero, crudos";"0";"566 (136)
							";"10.7";"10";"78";"0";"0";"0.36";"2.1";"1.3";"2.4";"0.003";"0.015";"0.86";"1.117";"1.118";"2100";"0.036";"0.048";"0.425";"0.031";"0";"0";"1.2";"6";"2.1";"0.25";"0.2";"8";"0.1";"18";"10";"2.1";"240";"17";"125";"320";"-";"9";"1.4"
"Sesos, de ternera, crudos";"0";"495 (119)
							";"8.6";"10.4";"79";"0";"0";"0.36";"1.7";"1";"2";"0.003";"0.015";"0.86";"1.117";"1.118";"2100";"0.036";"0.048";"0.425";"0.031";"0";"0";"1.2";"6";"4";"0.26";"0.16";"10";"0.16";"18";"12";"2.1";"260";"14";"127";"320";"-";"10";"1.4"
"Seta";"0";"110 (26)
							";"0.3";"1.8";"91.4";"2.5";"4";"-";"traza";"0.17";"0.07";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0.12";"23";"4.6";"0.41";"0.1";"0";"0.1";"4";"9";"1";"325";"14";"5";"74";"3";"9";"0.1"
"Seta, plancha";"0";"55 (13)
							";"0.49";"1.76";"92.6";"1.7";"0.39";"-";"0";"0.3";"0.1";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0.12";"28.6";"2.98";"0.26";"0.07";"0";"0.14";"0.68";"5.88";"0.59";"313.6";"8.82";"4.9";"78.4";"2.94";"8.82";"0.39"
"Sidra";"3.7";"209 (50)
							";"0";"traza";"90.3";"0";"6";"-";"0";"0";"0";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"traza";"0";"traza";"0.1";"0.01";"0.01";"0.01";"0";"0.01";"0";"8";"0.49";"72";"3";"7";"3";"0";"traza";"traza"
"Sobao";"0";"1827 (438)
							";"25.2";"5.9";"22.2";"3.6";"46.7";"-";"8.5";"2";"7.6";"0.626";"0.585";"4.916";"0.883";"4.798";"225";"3.149";"0.027";"0.002";"-";"46.5";"0.42";"2.5";"39.1";"0.9";"0.15";"0.16";"0.7";"0.07";"0";"93.1";"3.6";"104";"16.7";"226";"117";"15";"9.1";"0.4"
"Sobrasada";"0";"2491 (598)
							";"61.4";"12.9";"24";"0";"0";"-";"28.91";"8.91";"20.7";"-";"-";"-";"-";"-";"72";"-";"-";"-";"-";"363";"traza";"0.57";"2";"2.68";"0.27";"0.6";"0.9";"0.2";"0";"15";"1.9";"259";"25";"1264";"310";"11";"21.1";"1.5"
"Soda";"0";"0 (0)
							";"traza";"0";"100";"0";"0";"-";"0";"0";"0";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0.01";"2";"2";"21";"0";"traza";"0";"0.1"
"Sofrito";"0";"875 (210)
							";"20.97";"1.11";"70";"1.4";"4.71";"-";"14.86";"2.14";"3.03";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"26.25";"0";"3.49";"5.13";"0.72";"0.03";"0.04";"0";"0.07";"6.52";"21.65";"0.67";"253.5";"14.4";"492.99";"27.19";"0";"0";"0.34"
"Soja, fresca";"0";"661 (159)
							";"6.8";"13";"64.9";"4.2";"11.1";"-";"1.3";"3.2";"0.79";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"18";"0";"0.1";"165";"1.65";"0.17";"0.43";"0";"0.06";"29";"197";"3.55";"620";"65";"15";"194";"1";"1.5";"0.99"
"Soja, frita";"0";"586 (141)
							";"4.8";"13.7";"72.2";"traza";"10.3";"-";"";"";"";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"1.08";"0";"0";"0";"0";"310";"600";"0";"0";"20";"99";"2.8";"0";"0";"0";"272";"0";"0";"0"
"Soja, germinada, en conserva";"0";"55 (13)
							";"0.1";"2";"94.2";"2.3";"1";"-";"traza";"traza";"traza";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"3.5";"0";"0";"15";"0.3";"0.07";"0.03";"0";"0.04";"1";"31";"0.6";"35";"9";"131";"24";"1";"0.6";"0.3"
"Soja, seca, cruda";"0";"1464 (351)
							";"18.625";"35.9";"8.5";"15.7";"9.7034";"0";"3.5";"9.1";"2.3";"0.017";"0.015";"1.871";"0.8612";"3.693";"0";"10.015";"1.845";"0";"0";"2";"0";"2.9";"370";"7.9";"0.27";"0.61";"0";"0.38";"traza";"240";"9.7";"1730";"250";"5";"660";"10";"14";"4.3"
"Soja, seca, remojada, hervida";"0";"570 (137)
							";"7.25";"14";"64.3";"6.1";"3.7661";"-";"1.4";"3.5";"0.9";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"1";"0";"1.13";"54";"0.5";"0.09";"0.12";"0";"0.23";"traza";"83";"3";"510";"63";"1";"250";"6.3";"17.8";"0.9"
"Sopa de sobre maravilla";"0";"1388 (333)
							";"3.24";"12.59";"20";"2.2";"62.03";"-";"1.31";"0.63";"1.29";"-";"-";"-";"-";"-";"74";"-";"-";"-";"-";"8.99";"0";"0.1";"2.43";"0.3";"traza";"0.01";"3.91";"0.14";"0";"19.9";"2.17";"118.9";"43.4";"312.9";"108.3";"6.9";"63.2";"1.9"
"Sopa de sobre, sin reconstituir";"0";"1337 (321)
							";"4.34";"10.99";"11.29";"2.2";"58.24";"-";"1.66";"0.44";"1.74";"-";"-";"-";"-";"-";"74";"-";"-";"-";"-";"11.79";"0";"0.27";"3.42";"0.3";"traza";"0.01";"2.3";"0.13";"0";"27.3";"2.1";"319.2";"34.2";"613.2";"194.4";"6.9";"63.2";"1.8"
"Suplemento proteico";"0";"1640 (394)
							";"4";"87.75";"4.42";"0";"0";"-";"0.671";"1.729";"0.871";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"";"";"200";"0.3";"0.1";"0.2";"0";"";"0";"200";"16";"100";"40";"1188";"862";"";"";"4"
"Surimi";"0";"380 (91)
							";"0.7";"14.7";"76.8";"traza";"6.1";"-";"0.15";"0.13";"0.18";"-";"-";"-";"-";"-";"35";"-";"-";"-";"-";"0";"traza";"0.85";"1";"0.22";"0.04";"0.02";"1";"traza";"traza";"13";"0.3";"64";"14";"700";"60";"-";"28.1";"0.1"
"Tabasco"
"Tapioca, hervida";"0";"530 (127)
							";"traza";"0.2";"68.6";"0.2";"31";"-";"traza";"traza";"traza";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0";"0";"traza";"traza";"traza";"0";"traza";"0";"11";"1";"20";"3";"4";"20";"-";"0";"traza"
"Té, infusión, con leche";"0";"158 (38)
							";"2.3654";"1.7";"94";"0";"2.45";"-";"0.6235";"0.0656";"1.2032";"-";"-";"-";"-";"-";"7";"-";"-";"-";"-";"15.8333";"0.01";"0.04";"1";"0.1";"0.08";"0.02";"0.1";"0.01";"0.5";"55";"0.05";"90";"1.5";"23";"40";"1";"traza";"0.18"
"Tenca, cruda";"0";"384 (92)
							";"4.3";"17.7";"78.3";"0";"3.3";"0.087";"-";"-";"-";"0.003";"0.057";"0.784";"0.263";"0.818";"-";"0.833";"0.108";"0.045";"0.044";"1";"-";"-";"-";"4";"0.18";"0.08";"-";"-";"1";"31";"0.8";"245";"18";"80";"156";"-";"-";"-"
"Tequila";"38";"1102 (264)
							";"0";"0";"62";"0";"0";"-";"0";"0";"0";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0.1";"0";"0";"2";"10";"0";"0";"0"
"Ternera, costilla, cruda";"0";"585 (140)
							";"6.6107";"20";"72";"0";"0";"-";"2.9";"0.8";"2.6";"-";"-";"-";"-";"-";"76";"-";"-";"-";"-";"traza";"traza";"0.08";"9";"6.7";"0.26";"0.11";"1.4";"0.43";"0";"12";"2";"350";"20";"90";"204";"10";"7";"2.1"
"Ternera, lomo, crudo, con grasa separable";"0";"466 (112)
							";"3.3";"20.2";"76.5";"0";"0";"-";"1.1";"0.34";"1";"-";"-";"-";"-";"-";"80";"-";"-";"-";"-";"traza";"traza";"0.2";"9.5";"7.6";"0.17";"0.04";"1";"0.28";"0";"9.2";"1.8";"350";"12.9";"60";"200";"5.6";"8.8";"3.5"
"Ternera, parte s/e, asada";"0";"925 (222)
							";"11.4376";"29.5";"56.8";"0";"0";"-";"5.1";"1.4";"4.4";"-";"-";"-";"-";"-";"107";"-";"-";"-";"-";"traza";"traza";"0.15";"10";"7.2";"0.3";"0.09";"1.3";"0.33";"0";"12";"1.2";"378";"23";"84";"245";"3";"15.1";"2.1"
"Ternera, parte sin especificar, cruda, con grasa separable";"0";"1061 (255)
							";"21";"16.7";"62.3";"0";"0";"0.018";"9.33";"1.25";"8.51";"0.0018";"0.07";"0.66";"0.35";"0.9";"65";"0.08";"0.02";"0.025";"0.007";"traza";"traza";"0.19";"10";"7.2";"0.2";"0.05";"1";"0.25";"0";"7";"1.9";"350";"17";"61";"200";"3";"3";"3.3"
"Ternera, solomillo, asado";"0";"654 (157)
							";"4.638";"28.4";"65.1";"0";"0";"-";"2";"0.62";"1.8";"-";"-";"-";"-";"-";"98";"-";"-";"-";"-";"traza";"traza";"0.15";"10";"8.6";"0.29";"0.07";"1.2";"0.35";"0";"17";"1.3";"375";"25";"93";"236";"4.9";"8.7";"2.1"
"Ternera, solomillo, sin grasa, crudo";"0";"457 (110)
							";"3.0633";"20.19";"75";"0";"0";"-";"1.3092";"0.3328";"1.2774";"-";"-";"-";"-";"-";"73.5";"-";"-";"-";"-";"traza";"traza";"0.075";"11.1";"6.8";"0.25";"0.1";"1.6";"0.445";"0";"12.6";"1.7";"328";"22.3";"92";"210";"4.9";"8.7";"3.1"
"Tocino";"0";"2770 (665)
							";"71";"8.4";"20.6";"0";"0";"-";"29.86";"10.86";"29.38";"-";"-";"-";"-";"-";"57";"-";"-";"-";"-";"traza";"traza";"0.03";"traza";"1.3";"0.02";"0.1";"traza";"0.37";"0";"6";"0.7";"75";"5";"560";"177";"11";"1";"0.4"
"Tofu";"0";"497 (119)
							";"6.625";"11.5";"77";"0.3";"3.3";"-";"1.3";"3.2";"0.8";"-";"-";"-";"-";"-";"traza";"-";"-";"-";"-";"0.1667";"0";"1";"15";"0.1";"0.03";"0.06";"0";"0.1";"0";"200";"1.7";"180";"70";"7";"190";"1";"8.4";"0.7"
"Tomate";"0";"79 (19)
							";"0.1";"0.9";"93.9";"1.1";"3.5";"-";"traza";"0.11";"traza";"-";"-";"0.027";"0.01";"0.038";"0";"0.122";"0.001";"-";"-";"82";"0";"0.89";"29";"0.8";"0.04";"0.06";"0";"0.1";"19";"11";"0.5";"236";"10";"18";"22";"2.2";"0.99";"0.2"
"Tomate frito";"0";"351 (84)
							";"6.4";"1.5";"85.3";"1.6";"5.2";"traza";"1.1";"3.3";"0.62";"traza";"traza";"0.26";"0.15";"1.021";"0";"2.133";"traza";"traza";"traza";"53";"0.27";"0.58";"17.1";"0.76";"0.02";"0.08";"0";"0.11";"17.5";"12.6";"0.51";"280";"12.5";"340";"39";"1.4";"0.95";"0.2"
"Tomate, asado";"0";"79 (19)
							";"0.11";"0.98";"93.99";"1.4";"3.43";"-";"traza";"0.11";"traza";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"86.95";"0";"0.87";"19.44";"1.57";"0.03";"0.06";"0";"0.1";"17.96";"10.39";"0.69";"245";"8.13";"5.88";"26.46";"1.96";"0";"0.16"
"Tomate, maduro, pelado y triturado, enlatado";"0";"152 (36)
							";"0.5";"2.3";"90.4";"1.204";"5.55";"-";"0.077";"0.202";"0.071";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"207";"0";"0.83";"11";"0.998";"0.058";"0.093";"0";"0.18";"9";"60";"1";"1160";"32";"590";"34";"2.2";"0.6";"0.27"
"Tomate, maduro, puré";"0";"303 (73)
							";"0.2";"4.5";"79.6";"2.8";"12.9";"-";"traza";"0.1";"traza";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"216.67";"0";"5.37";"54";"4.1";"0.12";"0.22";"0";"0.44";"38";"48";"1.6";"236";"48";"240";"94";"23.5";"0.3";"0.7"
"Tomillo, seco";"0";"1399 (336)
							";"7.4";"9.1";"7.8";"18.6";"57.1";"-";"";"";"";"-";"-";"-";"-";"-";"";"-";"-";"-";"-";"380";"0";"0";"0";"4.94";"0.399";"0.513";"0";"0";"0";"1890";"123.6";"814";"220";"55";"201";"";"";""
"Torta de aceite";"0";"634 (152)
							";"6.6";"1.9";"70.5";"0.2";"21";"-";"5.3";"0.4";"0.9";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"26.8";"0.1";"1.5";"29.4";"2.1";"0.18";"0.07";"0";"0.09";"0";"64.9";"0.6";"198.2";"18.9";"200";"76.9";"24";"13.3";"0.8"
"Tortilla, a la francesa";"0";"710 (170)
							";"12.2892";"14.6";"71.7";"0";"0.4";"-";"5";"1.5";"3.7";"-";"-";"-";"-";"-";"350";"-";"-";"-";"-";"231.667";"1.6";"1";"30";"0.07";"0.35";"0.06";"1.3";"0.1";"0";"63";"2";"146";"13";"245";"220";"60.5";"-";"1.3"
"Trigo, entero, crudo";"0";"1310 (314)
							";"2";"11.7";"15";"10.3";"61";"-";"0.27";"1.1";"0.37";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"1.4";"49";"8.2";"0.14";"0.48";"0";"0.45";"0";"43.7";"3.3";"421";"147";"7.8";"344.42";"0.6";"9.5";"4.1"
"Trucha";"0";"378 (91)
							";"3";"15.7";"81.3";"0";"0";"0.916";"0.74";"1.83";"0.43";"0.004";"0.45";"1.19";"0.27";"1.41";"80";"0.78";"0.13";"0.03";"0.311";"14";"2.1";"1.5";"9.4";"5.1";"0.1";"0.08";"5.2";"0.43";"0";"26";"1";"250";"28";"58";"208";"3";"25";"0.8"
"Trucha, ahumada";"0";"827 (198)
							";"6.7";"21.9";"71.4";"0";"0";"1.5";"-";"-";"-";"-";"-";"-";"-";"-";"59.3";"0.5";"0.2";"0.034";"0.5";"26";"traza";"0.2";"7";"5.1";"0.1";"0.08";"3.2";"0.23";"traza";"26";"1";"250";"28";"60";"180";"11";"16";"0.8"
"Trufa, cruda";"0";"393 (94)
							";"0.5";"9";"61";"16.5";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"24";"3.5";"431";"28";"77";"62";"-";"-";"-"
"Turrón, tipo Alicante";"0";"2024 (486)
							";"28.07";"13.05";"2.15";"5.9";"44.9";"-";"18.2826";"6.2203";"2.2917";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"9.36";"29";"1.37";"0.33";"0.08";"0";"0.16";"0";"102.459";"2.0739";"268.065";"118.962";"12.4962";"250";"-";"2.6";"2.2577"
"Uva blanca";"0";"284 (68)
							";"traza";"0.6";"82.4";"0.9";"16.1";"-";"0.007";"0.048";"0.054";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"3";"0";"traza";"6";"0.3";"0.02";"0.04";"0";"0.1";"4";"17";"0.4";"250";"10";"2";"22";"2";"1";"0.1"
"Uva blanca, congelada";"0";"292 (70)
							";"0.16";"0.72";"82.2";"0.8";"16.1";"-";"0.007";"0.048";"0.054";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"1.333";"0";"0.94";"20";"0.37";"0.03";"0.05";"0";"0.11";"3";"17";"0.6";"250";"10";"2";"22";"2";"0.1";"0.2"
"Uva negra, cruda";"0";"300 (72)
							";"0.7";"0.6";"80.7";"0.4";"15.5";"-";"0.007";"0.048";"0.054";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"7";"0";"0.7";"27";"0.3";"0.02";"0.04";"0";"0.1";"4";"4";"0.3";"320";"4";"2";"16";"2";"0.1";"0.1"
"Uva pasa";"0";"1238 (297)
							";"0.5";"2.46";"21.2";"6.5";"69.3";"-";"0.14";"0.14";"0.16";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"5";"0";"0.12";"10";"0.683";"0.055";"0.12";"0";"0.25";"1";"80";"2.3";"782";"41";"21";"111";"2";"7.3";"0.245"
"Vaca/buey, parte s/e, asado";"0";"961 (231)
							";"11.7314";"31";"55.7";"0";"0";"-";"5.7";"0.48";"5";"-";"-";"-";"-";"-";"70";"-";"-";"-";"-";"traza";"traza";"0.3";"8";"3";"0.3";"0.05";"2";"0.3";"0";"15";"4";"270";"24";"60";"200";"6";"3";"4.6"
"Vaca/buey, parte s/e, estofado";"0";"818 (196)
							";"8.3316";"30";"60.8";"0";"0";"-";"4";"0.34";"3.6";"-";"-";"-";"-";"-";"70";"-";"-";"-";"-";"traza";"traza";"0.45";"10";"4";"0.26";"0.06";"2";"0.3";"0";"11";"3.7";"320";"23";"68";"240";"6";"3";"1"
"Vaca/buey, solomillo, a la plancha";"0";"694 (167)
							";"5.8447";"28.1";"64";"0";"0";"-";"2.7";"0.27";"2.6";"-";"-";"-";"-";"-";"60";"-";"-";"-";"-";"traza";"traza";"0.3";"15";"4.5";"0.3";"0.09";"2";"0.4";"0";"6";"3";"400";"25";"60";"240";"6";"3";"4.3"
"Vaca/buey, solomillo, crudo";"0";"566 (136)
							";"4.5";"23.5";"72";"0";"0";"-";"1.9";"0.2";"2";"-";"-";"-";"-";"-";"51";"-";"-";"-";"-";"traza";"0.5";"0.45";"4";"6.3";"0.8";"0.45";"2";"0.26";"0";"5";"5";"290";"22";"88";"210";"1";"8";"1.8"
"Vainilla";"0";"219 (53)
							";"0.06";"0.06";"87.2";"0";"12.7";"-";"0.01";"0.004";"0.01";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0.43";"0.095";"0.011";"0";"0.026";"0";"11";"0.12";"148";"12";"9";"6";"-";"0";"0.11"
"Vermut, s/e";"12.1";"582 (140)
							";"traza";"0.1";"74";"0";"13.5";"-";"traza";"traza";"traza";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"traza";"0";"0";"traza";"traza";"traza";"traza";"0";"traza";"0";"8";"0.5";"42";"5";"23";"7";"0";"traza";"traza"
"Vieira";"0";"356 (86)
							";"0.9";"19";"80.1";"0";"0";"-";"0.09";"0.23";"0.23";"-";"-";"-";"-";"-";"40";"-";"-";"-";"-";"traza";"traza";"0.4";"17";"6.4";"0.1";"0.04";"1.8";"0.14";"traza";"120";"2.4";"480";"38";"270";"315";"58";"51";"1.3"
"Vieja, cruda";"0";"348 (84)
							";"1.6";"12.1";"81.4";"0";"4.9";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"45";"-";"232";"-";"205";"-";"-";"-";"-"
"Vinagre balsámico";"0";"298 (71)
							";"0";"0.49";"76.5";"0";"17.03";"-";"0";"0";"0";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"traza";"traza";"traza";"traza";"traza";"0";"traza";"0";"27";"0.72";"112";"12";"23";"19";"traza";"traza";"0.08"
"Vinagre de manzana";"0";"17 (4)
							";"0";"0.4";"99";"0";"0.6";"-";"0";"0";"0";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"0.5";"89";"22";"20";"32";"0";"1";"0.1"
"Vinagre de vino";"0";"17 (4)
							";"0";"0.4";"97";"0";"0.6";"-";"0";"0";"0";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"traza";"traza";"traza";"traza";"traza";"0";"traza";"0.5";"6";"0.45";"39";"4";"8";"8";"traza";"traza";"0.03"
"Vino blanco";"8.58";"252 (61)
							";"0";"0.1";"91.2";"0";"0.1";"-";"0";"0";"0";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"traza";"0";"0";"traza";"0.08";"0.05";"0.01";"0";"0.02";"0";"9";"0.6";"82";"10";"2";"15";"0";"0.3";"0.07"
"Vino dulce, tipo oporto";"10.2";"550 (132)
							";"0.3";"0.3";"69";"0";"14";"-";"0";"0";"0";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0";"0.1";"0.08";"0.01";"0";"traza";"0.01";"traza";"4";"0.4";"97";"11";"4";"10";"0";"traza";"0.07"
"Vino rosado";"8.7";"278 (67)
							";"0";"0.1";"89.8";"0";"1.4";"-";"0";"0";"0";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"traza";"0";"0";"traza";"0.07";"0.01";"0.004";"0.01";"0.02";"0";"12";"0.95";"75";"7";"4";"6";"0";"0.2";"0.04"
"Vino tinto";"9.82";"294 (71)
							";"0";"0.23";"89.7";"0";"0.3";"-";"0";"0";"0";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"traza";"0";"0";"1";"0.09";"0.02";"0.005";"0.01";"0.02";"0";"7.6";"0.9";"93";"11";"4";"14";"0";"0.2";"0.05"
"Vodka";"33.5";"972 (233)
							";"traza";"0";"66.5";"0";"0";"-";"traza";"traza";"traza";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"traza";"traza";"1";"0";"1";"5";"0";"0";"0"
"Volador, crudo";"0";"368 (88)
							";"0.3";"21";"78.7";"0";"0";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"traza";"traza";"-";"3";"8.4";"0.07";"0.02";"1";"-";"traza";"61";"0.8";"460";"20";"79";"230";"-";"-";"-"
"Whisky";"35.2";"1023 (245)
							";"0";"0";"64.7";"0";"0.11";"-";"0";"0";"0";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0.05";"traza";"0.01";"0";"0";"0";"traza";"0.02";"2.8";"traza";"traza";"5";"0.1";"0";"0.1"
"Yogur griego";"0";"578 (139)
							";"10.2";"6.4";"78";"0";"5.4";"0.015";"2.46";"0.28";"6.8";"0.1228";"0.35";"0.9062";"0.3726";"0.5722";"11";"0.009";"0.03";"0.015";"0.01";"121";"0.05";"0.38";"6";"1.6";"0.36";"0.03";"0.2";"0.05";"traza";"150";"0.3";"150";"12";"71";"130";"4";"2";"0.5"
"Yogur líquido, ""tipo actimel""";"0";"262 (63)
							";"3.4";"3.6";"87.5";"traza";"4.4";"-";"0.9";"0.1";"2.2";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"33";"0.2";"0.3";"5";"0.42";"0.18";"0.04";"0.3";"0.1";"1";"146";"0.1";"183";"12";"55";"103";"4";"1";"0.4"
"Yogur líquido, aromatizado sabor s/e";"0";"318 (76)
							";"1.376";"2.9";"81.5";"0";"12.8";"-";"0.4";"traza";"0.9";"-";"-";"-";"-";"-";"traza";"-";"-";"-";"-";"traza";"traza";"traza";"5";"0.09";"0.16";"0.03";"0.2";"0.05";"0";"107";"0.1";"135";"11";"45";"81";"4";"1";"0.3"
"Yogur líquido, con frutas s/e";"0";"365 (88)
							";"1.534";"2.8";"80.9";"0";"14.3";"-";"0.45";"traza";"1";"-";"-";"-";"-";"-";"traza";"-";"-";"-";"-";"16.5";"0.1";"traza";"4";"0.09";"0.14";"0.03";"0.3";"0.07";"traza";"110";"0.1";"139";"12";"41";"86";"4";"1";"0.28"
"Yogur líquido, entero, con cereales";"0";"477 (114)
							";"2";"2.9";"74.3";"0";"20.8";"-";"0.4";"traza";"0.9";"-";"-";"-";"-";"-";"traza";"-";"-";"-";"-";"16.5";"0.1";"traza";"5";"0.42";"0.14";"0.03";"0.3";"0.07";"0";"110";"0.12";"142";"13";"41";"88";"4";"1";"0.33"
